sample	samples	TP53
TCGA-13-0906-01	TCGA-13-0906-01	
TCGA-13-0908-01	TCGA-13-0908-01	
TCGA-13-0910-01	TCGA-13-0910-01	
TCGA-13-0911-01	TCGA-13-0911-01	
TCGA-13-0912-01	TCGA-13-0912-01	
TCGA-13-0913-02	TCGA-13-0913-02	
TCGA-13-0919-01	TCGA-13-0919-01	
TCGA-13-0921-01	TCGA-13-0921-01	
TCGA-13-0923-01	TCGA-13-0923-01	
TCGA-13-1404-01	TCGA-13-1404-01	
TCGA-13-1407-01	TCGA-13-1407-01	
TCGA-13-1408-01	TCGA-13-1408-01	
TCGA-13-1409-01	TCGA-13-1409-01	
TCGA-13-1412-01	TCGA-13-1412-01	
TCGA-13-1477-01	TCGA-13-1477-01	
TCGA-13-1479-01	TCGA-13-1479-01	
TCGA-13-1482-01	TCGA-13-1482-01	
TCGA-13-1483-01	TCGA-13-1483-01	
TCGA-13-1484-01	TCGA-13-1484-01	
TCGA-13-1485-01	TCGA-13-1485-01	
TCGA-13-1487-01	TCGA-13-1487-01	
TCGA-13-1488-01	TCGA-13-1488-01	
TCGA-13-1489-01	TCGA-13-1489-01	
TCGA-13-1491-01	TCGA-13-1491-01	
TCGA-13-1492-01	TCGA-13-1492-01	
TCGA-13-1494-01	TCGA-13-1494-01	
TCGA-13-1495-01	TCGA-13-1495-01	
TCGA-13-1496-01	TCGA-13-1496-01	
TCGA-13-1499-01	TCGA-13-1499-01	
TCGA-13-1500-01	TCGA-13-1500-01	
TCGA-13-1501-01	TCGA-13-1501-01	
TCGA-13-1504-01	TCGA-13-1504-01	
TCGA-13-1509-01	TCGA-13-1509-01	
TCGA-13-1510-01	TCGA-13-1510-01	
TCGA-13-1817-01	TCGA-13-1817-01	
TCGA-13-1817-02	TCGA-13-1817-02	
TCGA-13-1819-01	TCGA-13-1819-01	
TCGA-13-1819-02	TCGA-13-1819-02	
TCGA-13-2057-01	TCGA-13-2057-01	
TCGA-13-2059-01	TCGA-13-2059-01	
TCGA-13-2061-01	TCGA-13-2061-01	
TCGA-13-2065-01	TCGA-13-2065-01	
TCGA-13-2066-01	TCGA-13-2066-01	
TCGA-13-2071-01	TCGA-13-2071-01	
TCGA-13-A5FU-01	TCGA-13-A5FU-01	
TCGA-14-0736-01	TCGA-14-0736-01	
TCGA-14-0740-01	TCGA-14-0740-01	
TCGA-14-0783-01	TCGA-14-0783-01	
TCGA-14-0786-01	TCGA-14-0786-01	
TCGA-14-0812-01	TCGA-14-0812-01	
TCGA-14-0813-01	TCGA-14-0813-01	
TCGA-14-0862-01	TCGA-14-0862-01	
TCGA-14-0865-01	TCGA-14-0865-01	
TCGA-14-0866-01	TCGA-14-0866-01	
TCGA-14-0867-01	TCGA-14-0867-01	
TCGA-14-1037-01	TCGA-14-1037-01	
TCGA-14-1043-01	TCGA-14-1043-01	
TCGA-14-1395-01	TCGA-14-1395-01	
TCGA-14-1396-01	TCGA-14-1396-01	
TCGA-14-1401-01	TCGA-14-1401-01	
TCGA-14-1402-01	TCGA-14-1402-01	
TCGA-14-1450-01	TCGA-14-1450-01	
TCGA-14-1451-01	TCGA-14-1451-01	
TCGA-14-1452-01	TCGA-14-1452-01	
TCGA-14-1453-01	TCGA-14-1453-01	
TCGA-14-1454-01	TCGA-14-1454-01	
TCGA-14-1455-01	TCGA-14-1455-01	
TCGA-14-1456-01	TCGA-14-1456-01	
TCGA-14-1458-01	TCGA-14-1458-01	
TCGA-14-1459-01	TCGA-14-1459-01	
TCGA-14-1794-01	TCGA-14-1794-01	
TCGA-14-1795-01	TCGA-14-1795-01	
TCGA-14-1821-01	TCGA-14-1821-01	
TCGA-14-1827-01	TCGA-14-1827-01	
TCGA-14-2555-01	TCGA-14-2555-01	
TCGA-14-3476-01	TCGA-14-3476-01	
TCGA-14-3477-01	TCGA-14-3477-01	
TCGA-14-4157-01	TCGA-14-4157-01	
TCGA-15-1446-01	TCGA-15-1446-01	
TCGA-15-1447-01	TCGA-15-1447-01	
TCGA-15-1449-01	TCGA-15-1449-01	
TCGA-16-0848-01	TCGA-16-0848-01	
TCGA-16-0849-01	TCGA-16-0849-01	
TCGA-16-0850-01	TCGA-16-0850-01	
TCGA-16-0861-01	TCGA-16-0861-01	
TCGA-16-1047-01	TCGA-16-1047-01	
TCGA-16-1048-01	TCGA-16-1048-01	
TCGA-16-1055-01	TCGA-16-1055-01	
TCGA-16-1056-01	TCGA-16-1056-01	
TCGA-16-1060-01	TCGA-16-1060-01	
TCGA-16-1062-01	TCGA-16-1062-01	
TCGA-16-1063-01	TCGA-16-1063-01	
TCGA-16-1460-01	TCGA-16-1460-01	
TCGA-17-Z000-01	TCGA-17-Z000-01	
TCGA-17-Z001-01	TCGA-17-Z001-01	
TCGA-17-Z002-01	TCGA-17-Z002-01	
TCGA-17-Z003-01	TCGA-17-Z003-01	
TCGA-17-Z004-01	TCGA-17-Z004-01	
TCGA-17-Z005-01	TCGA-17-Z005-01	
TCGA-17-Z006-01	TCGA-17-Z006-01	
TCGA-17-Z007-01	TCGA-17-Z007-01	
TCGA-17-Z008-01	TCGA-17-Z008-01	
TCGA-17-Z009-01	TCGA-17-Z009-01	
TCGA-17-Z010-01	TCGA-17-Z010-01	
TCGA-17-Z011-01	TCGA-17-Z011-01	
TCGA-17-Z012-01	TCGA-17-Z012-01	
TCGA-17-Z013-01	TCGA-17-Z013-01	
TCGA-17-Z014-01	TCGA-17-Z014-01	
TCGA-17-Z015-01	TCGA-17-Z015-01	
TCGA-17-Z016-01	TCGA-17-Z016-01	
TCGA-17-Z017-01	TCGA-17-Z017-01	
TCGA-17-Z018-01	TCGA-17-Z018-01	
TCGA-17-Z019-01	TCGA-17-Z019-01	
TCGA-17-Z020-01	TCGA-17-Z020-01	
TCGA-17-Z021-01	TCGA-17-Z021-01	
TCGA-17-Z022-01	TCGA-17-Z022-01	
TCGA-17-Z023-01	TCGA-17-Z023-01	
TCGA-17-Z024-01	TCGA-17-Z024-01	
TCGA-17-Z025-01	TCGA-17-Z025-01	
TCGA-17-Z026-01	TCGA-17-Z026-01	
TCGA-17-Z027-01	TCGA-17-Z027-01	
TCGA-17-Z028-01	TCGA-17-Z028-01	
TCGA-17-Z029-01	TCGA-17-Z029-01	
TCGA-17-Z030-01	TCGA-17-Z030-01	
TCGA-17-Z031-01	TCGA-17-Z031-01	
TCGA-17-Z032-01	TCGA-17-Z032-01	
TCGA-17-Z033-01	TCGA-17-Z033-01	
TCGA-17-Z034-01	TCGA-17-Z034-01	
TCGA-17-Z035-01	TCGA-17-Z035-01	
TCGA-17-Z036-01	TCGA-17-Z036-01	
TCGA-17-Z037-01	TCGA-17-Z037-01	
TCGA-17-Z038-01	TCGA-17-Z038-01	
TCGA-17-Z039-01	TCGA-17-Z039-01	
TCGA-17-Z040-01	TCGA-17-Z040-01	
TCGA-17-Z041-01	TCGA-17-Z041-01	
TCGA-17-Z042-01	TCGA-17-Z042-01	
TCGA-17-Z043-01	TCGA-17-Z043-01	
TCGA-17-Z044-01	TCGA-17-Z044-01	
TCGA-17-Z045-01	TCGA-17-Z045-01	
TCGA-17-Z046-01	TCGA-17-Z046-01	
TCGA-17-Z047-01	TCGA-17-Z047-01	
TCGA-17-Z048-01	TCGA-17-Z048-01	
TCGA-17-Z049-01	TCGA-17-Z049-01	
TCGA-17-Z050-01	TCGA-17-Z050-01	
TCGA-17-Z051-01	TCGA-17-Z051-01	
TCGA-17-Z052-01	TCGA-17-Z052-01	
TCGA-17-Z053-01	TCGA-17-Z053-01	
TCGA-17-Z054-01	TCGA-17-Z054-01	
TCGA-17-Z055-01	TCGA-17-Z055-01	
TCGA-17-Z056-01	TCGA-17-Z056-01	
TCGA-17-Z057-01	TCGA-17-Z057-01	
TCGA-17-Z058-01	TCGA-17-Z058-01	
TCGA-17-Z059-01	TCGA-17-Z059-01	
TCGA-17-Z060-01	TCGA-17-Z060-01	
TCGA-17-Z061-01	TCGA-17-Z061-01	
TCGA-17-Z062-01	TCGA-17-Z062-01	
TCGA-18-3406-11	TCGA-18-3406-11	
TCGA-18-3407-11	TCGA-18-3407-11	
TCGA-18-3408-11	TCGA-18-3408-11	
TCGA-18-3409-11	TCGA-18-3409-11	
TCGA-18-3410-11	TCGA-18-3410-11	
TCGA-18-3411-11	TCGA-18-3411-11	
TCGA-18-3412-11	TCGA-18-3412-11	
TCGA-18-3414-11	TCGA-18-3414-11	
TCGA-18-3415-11	TCGA-18-3415-11	
TCGA-18-3416-11	TCGA-18-3416-11	
TCGA-18-3417-11	TCGA-18-3417-11	
TCGA-18-3419-11	TCGA-18-3419-11	
TCGA-18-3421-11	TCGA-18-3421-11	
TCGA-18-4721-11	TCGA-18-4721-11	
TCGA-18-5592-11	TCGA-18-5592-11	
TCGA-18-5595-11	TCGA-18-5595-11	
TCGA-19-0955-01	TCGA-19-0955-01	
TCGA-19-0957-01	TCGA-19-0957-01	
TCGA-19-0960-01	TCGA-19-0960-01	
TCGA-19-0962-01	TCGA-19-0962-01	
TCGA-19-0963-01	TCGA-19-0963-01	
TCGA-19-0964-01	TCGA-19-0964-01	
TCGA-19-1385-01	TCGA-19-1385-01	
TCGA-19-1386-01	TCGA-19-1386-01	
TCGA-19-1387-01	TCGA-19-1387-01	
TCGA-19-1388-01	TCGA-19-1388-01	
TCGA-19-1389-01	TCGA-19-1389-01	
TCGA-19-1392-01	TCGA-19-1392-01	
TCGA-19-1786-01	TCGA-19-1786-01	
TCGA-19-1788-01	TCGA-19-1788-01	
TCGA-19-1789-01	TCGA-19-1789-01	
TCGA-19-1790-01	TCGA-19-1790-01	
TCGA-19-1791-01	TCGA-19-1791-01	
TCGA-19-2621-01	TCGA-19-2621-01	
TCGA-19-2623-01	TCGA-19-2623-01	
TCGA-19-2631-01	TCGA-19-2631-01	
TCGA-19-4068-01	TCGA-19-4068-01	
TCGA-19-5947-01	TCGA-19-5947-01	
TCGA-19-5950-01	TCGA-19-5950-01	
TCGA-19-5951-01	TCGA-19-5951-01	
TCGA-19-5952-01	TCGA-19-5952-01	
TCGA-19-5953-01	TCGA-19-5953-01	
TCGA-19-5954-01	TCGA-19-5954-01	
TCGA-19-5955-01	TCGA-19-5955-01	
TCGA-19-5956-01	TCGA-19-5956-01	
TCGA-19-5958-01	TCGA-19-5958-01	
TCGA-19-5959-01	TCGA-19-5959-01	
TCGA-19-A60I-01	TCGA-19-A60I-01	
TCGA-19-A6J4-01	TCGA-19-A6J4-01	
TCGA-19-A6J5-01	TCGA-19-A6J5-01	
TCGA-20-0987-01	TCGA-20-0987-01	
TCGA-20-0990-01	TCGA-20-0990-01	
TCGA-20-0991-01	TCGA-20-0991-01	
TCGA-20-0996-01	TCGA-20-0996-01	
TCGA-20-1686-01	TCGA-20-1686-01	
TCGA-22-4599-11	TCGA-22-4599-11	
TCGA-22-4601-11	TCGA-22-4601-11	
TCGA-22-4613-11	TCGA-22-4613-11	
TCGA-22-5473-11	TCGA-22-5473-11	
TCGA-22-5474-11	TCGA-22-5474-11	
TCGA-22-5477-11	TCGA-22-5477-11	
TCGA-22-5480-11	TCGA-22-5480-11	
TCGA-22-5485-11	TCGA-22-5485-11	
TCGA-22-5492-11	TCGA-22-5492-11	
TCGA-23-1021-01	TCGA-23-1021-01	
TCGA-23-1022-01	TCGA-23-1022-01	
TCGA-23-1024-01	TCGA-23-1024-01	
TCGA-23-1028-01	TCGA-23-1028-01	
TCGA-23-1030-01	TCGA-23-1030-01	
TCGA-23-1031-01	TCGA-23-1031-01	
TCGA-23-1032-01	TCGA-23-1032-01	
TCGA-23-1107-01	TCGA-23-1107-01	
TCGA-23-1110-01	TCGA-23-1110-01	
TCGA-23-1113-01	TCGA-23-1113-01	
TCGA-23-1116-01	TCGA-23-1116-01	
TCGA-23-1117-01	TCGA-23-1117-01	
TCGA-23-1118-01	TCGA-23-1118-01	
TCGA-23-1119-01	TCGA-23-1119-01	
TCGA-23-1121-01	TCGA-23-1121-01	
TCGA-23-1124-01	TCGA-23-1124-01	
TCGA-23-2072-01	TCGA-23-2072-01	
TCGA-23-2079-01	TCGA-23-2079-01	
TCGA-23-2641-01	TCGA-23-2641-01	
TCGA-23-2643-01	TCGA-23-2643-01	
TCGA-23-2645-01	TCGA-23-2645-01	
TCGA-23-2647-01	TCGA-23-2647-01	
TCGA-23-2649-01	TCGA-23-2649-01	
TCGA-24-0966-01	TCGA-24-0966-01	
TCGA-24-0968-01	TCGA-24-0968-01	
TCGA-24-0970-01	TCGA-24-0970-01	
TCGA-24-0979-01	TCGA-24-0979-01	
TCGA-24-0980-01	TCGA-24-0980-01	
TCGA-24-0981-01	TCGA-24-0981-01	
TCGA-24-0982-01	TCGA-24-0982-01	
TCGA-24-1104-01	TCGA-24-1104-01	
TCGA-24-1105-01	TCGA-24-1105-01	
TCGA-24-1422-01	TCGA-24-1422-01	
TCGA-24-1426-01	TCGA-24-1426-01	
TCGA-24-1431-01	TCGA-24-1431-01	
TCGA-24-1464-01	TCGA-24-1464-01	
TCGA-24-1466-01	TCGA-24-1466-01	
TCGA-24-1470-01	TCGA-24-1470-01	
TCGA-24-1471-01	TCGA-24-1471-01	
TCGA-24-1565-01	TCGA-24-1565-01	
TCGA-24-1614-01	TCGA-24-1614-01	
TCGA-24-1845-01	TCGA-24-1845-01	
TCGA-24-1852-01	TCGA-24-1852-01	
TCGA-24-1852-02	TCGA-24-1852-02	
TCGA-24-1920-01	TCGA-24-1920-01	
TCGA-24-1923-01	TCGA-24-1923-01	
TCGA-24-1927-01	TCGA-24-1927-01	
TCGA-24-2029-01	TCGA-24-2029-01	
TCGA-24-2030-01	TCGA-24-2030-01	
TCGA-24-2260-01	TCGA-24-2260-01	
TCGA-24-2280-01	TCGA-24-2280-01	
TCGA-24-2295-01	TCGA-24-2295-01	
TCGA-25-1325-01	TCGA-25-1325-01	
TCGA-25-1877-01	TCGA-25-1877-01	
TCGA-25-1878-01	TCGA-25-1878-01	
TCGA-25-2390-01	TCGA-25-2390-01	
TCGA-25-2408-01	TCGA-25-2408-01	
TCGA-26-1438-01	TCGA-26-1438-01	
TCGA-26-1439-01	TCGA-26-1439-01	
TCGA-26-1440-01	TCGA-26-1440-01	
TCGA-26-1443-01	TCGA-26-1443-01	
TCGA-26-1799-01	TCGA-26-1799-01	
TCGA-26-6173-01	TCGA-26-6173-01	
TCGA-26-6174-01	TCGA-26-6174-01	
TCGA-26-A7UX-01	TCGA-26-A7UX-01	
TCGA-27-1833-01	TCGA-27-1833-01	
TCGA-27-1836-01	TCGA-27-1836-01	
TCGA-27-1838-01	TCGA-27-1838-01	
TCGA-27-2518-01	TCGA-27-2518-01	
TCGA-27-2527-01	TCGA-27-2527-01	
TCGA-28-1745-01	TCGA-28-1745-01	
TCGA-28-1746-01	TCGA-28-1746-01	
TCGA-28-1749-01	TCGA-28-1749-01	
TCGA-28-1750-01	TCGA-28-1750-01	
TCGA-28-1751-01	TCGA-28-1751-01	
TCGA-28-1752-01	TCGA-28-1752-01	
TCGA-28-1755-01	TCGA-28-1755-01	
TCGA-28-1756-01	TCGA-28-1756-01	
TCGA-28-1757-01	TCGA-28-1757-01	
TCGA-28-1760-01	TCGA-28-1760-01	
TCGA-28-2501-01	TCGA-28-2501-01	
TCGA-28-2502-01	TCGA-28-2502-01	
TCGA-28-2506-01	TCGA-28-2506-01	
TCGA-28-2512-01	TCGA-28-2512-01	
TCGA-28-5211-01	TCGA-28-5211-01	
TCGA-28-5214-01	TCGA-28-5214-01	
TCGA-28-5219-01	TCGA-28-5219-01	
TCGA-28-6450-01	TCGA-28-6450-01	
TCGA-29-1692-01	TCGA-29-1692-01	
TCGA-29-1692-02	TCGA-29-1692-02	
TCGA-29-1704-01	TCGA-29-1704-01	
TCGA-29-1704-02	TCGA-29-1704-02	
TCGA-29-1705-02	TCGA-29-1705-02	
TCGA-29-1707-01	TCGA-29-1707-01	
TCGA-29-1707-02	TCGA-29-1707-02	
TCGA-29-1710-02	TCGA-29-1710-02	
TCGA-29-1764-01	TCGA-29-1764-01	
TCGA-29-1766-01	TCGA-29-1766-01	
TCGA-29-1768-01	TCGA-29-1768-01	
TCGA-29-1769-01	TCGA-29-1769-01	
TCGA-29-1771-01	TCGA-29-1771-01	
TCGA-29-1774-01	TCGA-29-1774-01	
TCGA-29-1775-01	TCGA-29-1775-01	
TCGA-29-1777-01	TCGA-29-1777-01	
TCGA-29-2429-01	TCGA-29-2429-01	
TCGA-29-2431-01	TCGA-29-2431-01	
TCGA-29-2432-01	TCGA-29-2432-01	
TCGA-29-2434-01	TCGA-29-2434-01	
TCGA-29-2435-01	TCGA-29-2435-01	
TCGA-29-2436-01	TCGA-29-2436-01	
TCGA-2Z-A9JC-01	TCGA-2Z-A9JC-01	
TCGA-30-1714-01	TCGA-30-1714-01	
TCGA-30-1853-01	TCGA-30-1853-01	
TCGA-30-1856-01	TCGA-30-1856-01	
TCGA-30-1859-01	TCGA-30-1859-01	
TCGA-30-1866-01	TCGA-30-1866-01	
TCGA-30-1867-01	TCGA-30-1867-01	
TCGA-30-1869-01	TCGA-30-1869-01	
TCGA-30-1880-01	TCGA-30-1880-01	
TCGA-30-1887-01	TCGA-30-1887-01	
TCGA-30-1892-01	TCGA-30-1892-01	
TCGA-31-1955-01	TCGA-31-1955-01	
TCGA-32-1973-01	TCGA-32-1973-01	
TCGA-32-1976-01	TCGA-32-1976-01	
TCGA-32-1977-01	TCGA-32-1977-01	
TCGA-32-1978-01	TCGA-32-1978-01	
TCGA-32-1979-01	TCGA-32-1979-01	
TCGA-32-1986-01	TCGA-32-1986-01	
TCGA-32-1987-01	TCGA-32-1987-01	
TCGA-32-1991-01	TCGA-32-1991-01	
TCGA-32-2491-01	TCGA-32-2491-01	
TCGA-32-2494-01	TCGA-32-2494-01	
TCGA-32-2495-01	TCGA-32-2495-01	
TCGA-32-2498-01	TCGA-32-2498-01	
TCGA-32-4208-01	TCGA-32-4208-01	
TCGA-32-4209-01	TCGA-32-4209-01	
TCGA-32-4210-01	TCGA-32-4210-01	
TCGA-32-4211-01	TCGA-32-4211-01	
TCGA-32-4719-01	TCGA-32-4719-01	
TCGA-33-4566-11	TCGA-33-4566-11	
TCGA-33-4579-11	TCGA-33-4579-11	
TCGA-33-4582-11	TCGA-33-4582-11	
TCGA-33-4583-11	TCGA-33-4583-11	
TCGA-33-4586-11	TCGA-33-4586-11	
TCGA-33-4589-11	TCGA-33-4589-11	
TCGA-34-2604-01	TCGA-34-2604-01	
TCGA-34-2605-01	TCGA-34-2605-01	
TCGA-34-2609-01	TCGA-34-2609-01	
TCGA-34-5929-11	TCGA-34-5929-11	
TCGA-34-8456-11	TCGA-34-8456-11	
TCGA-35-3621-01	TCGA-35-3621-01	
TCGA-36-2529-01	TCGA-36-2529-01	
TCGA-36-2530-01	TCGA-36-2530-01	
TCGA-36-2532-01	TCGA-36-2532-01	
TCGA-36-2533-01	TCGA-36-2533-01	
TCGA-36-2534-01	TCGA-36-2534-01	
TCGA-36-2537-01	TCGA-36-2537-01	
TCGA-36-2538-01	TCGA-36-2538-01	
TCGA-36-2539-01	TCGA-36-2539-01	
TCGA-36-2540-01	TCGA-36-2540-01	
TCGA-36-2542-01	TCGA-36-2542-01	
TCGA-36-2543-01	TCGA-36-2543-01	
TCGA-36-2544-01	TCGA-36-2544-01	
TCGA-36-2545-01	TCGA-36-2545-01	
TCGA-36-2547-01	TCGA-36-2547-01	
TCGA-36-2548-01	TCGA-36-2548-01	
TCGA-36-2549-01	TCGA-36-2549-01	
TCGA-36-2551-01	TCGA-36-2551-01	
TCGA-36-2552-01	TCGA-36-2552-01	
TCGA-38-4628-11	TCGA-38-4628-11	
TCGA-38-4629-11	TCGA-38-4629-11	
TCGA-38-4630-11	TCGA-38-4630-11	
TCGA-38-4631-11	TCGA-38-4631-11	
TCGA-39-5011-11	TCGA-39-5011-11	
TCGA-39-5016-11	TCGA-39-5016-11	
TCGA-39-5019-11	TCGA-39-5019-11	
TCGA-39-5021-11	TCGA-39-5021-11	
TCGA-39-5028-11	TCGA-39-5028-11	
TCGA-39-5029-11	TCGA-39-5029-11	
TCGA-39-5030-11	TCGA-39-5030-11	
TCGA-39-5031-11	TCGA-39-5031-11	
TCGA-39-5034-11	TCGA-39-5034-11	
TCGA-39-5035-11	TCGA-39-5035-11	
TCGA-39-5036-11	TCGA-39-5036-11	
TCGA-39-5037-11	TCGA-39-5037-11	
TCGA-39-5039-11	TCGA-39-5039-11	
TCGA-41-2573-01	TCGA-41-2573-01	
TCGA-41-2575-01	TCGA-41-2575-01	
TCGA-41-3392-01	TCGA-41-3392-01	
TCGA-41-3393-01	TCGA-41-3393-01	
TCGA-41-6646-01	TCGA-41-6646-01	
TCGA-42-2582-01	TCGA-42-2582-01	
TCGA-42-2587-01	TCGA-42-2587-01	
TCGA-42-2588-01	TCGA-42-2588-01	
TCGA-42-2589-01	TCGA-42-2589-01	
TCGA-42-2590-01	TCGA-42-2590-01	
TCGA-42-2591-01	TCGA-42-2591-01	
TCGA-42-2593-01	TCGA-42-2593-01	
TCGA-43-3920-11	TCGA-43-3920-11	
TCGA-43-5668-11	TCGA-43-5668-11	
TCGA-44-2656-11	TCGA-44-2656-11	
TCGA-44-2659-11	TCGA-44-2659-11	
TCGA-44-2664-01	TCGA-44-2664-01	
TCGA-44-3917-01	TCGA-44-3917-01	
TCGA-44-3918-11	TCGA-44-3918-11	
TCGA-44-3919-11	TCGA-44-3919-11	
TCGA-44-4112-11	TCGA-44-4112-11	
TCGA-44-5643-11	TCGA-44-5643-11	
TCGA-44-6144-01	TCGA-44-6144-01	
TCGA-44-7659-11	TCGA-44-7659-11	
TCGA-44-7660-11	TCGA-44-7660-11	
TCGA-44-7661-11	TCGA-44-7661-11	
TCGA-44-7662-11	TCGA-44-7662-11	
TCGA-44-7667-11	TCGA-44-7667-11	
TCGA-44-7669-11	TCGA-44-7669-11	
TCGA-44-7670-11	TCGA-44-7670-11	
TCGA-44-7671-11	TCGA-44-7671-11	
TCGA-44-7672-11	TCGA-44-7672-11	
TCGA-44-A47F-01	TCGA-44-A47F-01	
TCGA-49-4486-11	TCGA-49-4486-11	
TCGA-49-4488-11	TCGA-49-4488-11	
TCGA-49-4494-11	TCGA-49-4494-11	
TCGA-49-4501-11	TCGA-49-4501-11	
TCGA-49-4505-11	TCGA-49-4505-11	
TCGA-49-4506-11	TCGA-49-4506-11	
TCGA-49-4507-11	TCGA-49-4507-11	
TCGA-49-4510-11	TCGA-49-4510-11	
TCGA-4V-A9QQ-01	TCGA-4V-A9QQ-01	
TCGA-4W-AA9R-01	TCGA-4W-AA9R-01	
TCGA-4W-AA9S-01	TCGA-4W-AA9S-01	
TCGA-4W-AA9T-01	TCGA-4W-AA9T-01	
TCGA-50-6591-11	TCGA-50-6591-11	
TCGA-50-6592-11	TCGA-50-6592-11	
TCGA-50-6593-11	TCGA-50-6593-11	
TCGA-50-6594-11	TCGA-50-6594-11	
TCGA-50-7109-11	TCGA-50-7109-11	
TCGA-55-1592-11	TCGA-55-1592-11	
TCGA-55-1594-11	TCGA-55-1594-11	
TCGA-55-1595-11	TCGA-55-1595-11	
TCGA-55-1596-11	TCGA-55-1596-11	
TCGA-55-7283-11	TCGA-55-7283-11	
TCGA-55-7570-11	TCGA-55-7570-11	
TCGA-55-7574-11	TCGA-55-7574-11	
TCGA-55-7576-11	TCGA-55-7576-11	
TCGA-55-7724-11	TCGA-55-7724-11	
TCGA-55-7725-11	TCGA-55-7725-11	
TCGA-55-7726-11	TCGA-55-7726-11	
TCGA-55-7903-11	TCGA-55-7903-11	
TCGA-55-7910-11	TCGA-55-7910-11	
TCGA-55-7911-11	TCGA-55-7911-11	
TCGA-55-7914-11	TCGA-55-7914-11	
TCGA-56-8504-11	TCGA-56-8504-11	
TCGA-56-8624-11	TCGA-56-8624-11	
TCGA-56-8629-11	TCGA-56-8629-11	
TCGA-57-1586-01	TCGA-57-1586-01	
TCGA-57-1992-01	TCGA-57-1992-01	
TCGA-58-8393-11	TCGA-58-8393-11	
TCGA-59-2349-01	TCGA-59-2349-01	
TCGA-59-2372-01	TCGA-59-2372-01	
TCGA-61-1722-01	TCGA-61-1722-01	
TCGA-61-1727-01	TCGA-61-1727-01	
TCGA-61-1730-01	TCGA-61-1730-01	
TCGA-61-1734-01	TCGA-61-1734-01	
TCGA-61-1895-01	TCGA-61-1895-01	
TCGA-61-1899-01	TCGA-61-1899-01	
TCGA-61-1901-01	TCGA-61-1901-01	
TCGA-61-1903-01	TCGA-61-1903-01	
TCGA-61-1904-01	TCGA-61-1904-01	
TCGA-61-1906-01	TCGA-61-1906-01	
TCGA-61-1911-01	TCGA-61-1911-01	
TCGA-61-1913-01	TCGA-61-1913-01	
TCGA-61-1915-01	TCGA-61-1915-01	
TCGA-61-1916-01	TCGA-61-1916-01	
TCGA-61-1916-02	TCGA-61-1916-02	
TCGA-61-2017-01	TCGA-61-2017-01	
TCGA-61-2018-01	TCGA-61-2018-01	
TCGA-61-2087-01	TCGA-61-2087-01	
TCGA-61-2095-02	TCGA-61-2095-02	
TCGA-61-2096-01	TCGA-61-2096-01	
TCGA-61-2610-01	TCGA-61-2610-01	
TCGA-61-2610-02	TCGA-61-2610-02	
TCGA-61-2611-02	TCGA-61-2611-02	
TCGA-61-2612-01	TCGA-61-2612-01	
TCGA-61-2613-01	TCGA-61-2613-01	
TCGA-61-2614-01	TCGA-61-2614-01	
TCGA-66-2727-11	TCGA-66-2727-11	
TCGA-66-2734-11	TCGA-66-2734-11	
TCGA-66-2737-11	TCGA-66-2737-11	
TCGA-66-2742-11	TCGA-66-2742-11	
TCGA-66-2744-11	TCGA-66-2744-11	
TCGA-66-2753-11	TCGA-66-2753-11	
TCGA-66-2754-11	TCGA-66-2754-11	
TCGA-66-2771-11	TCGA-66-2771-11	
TCGA-66-2787-11	TCGA-66-2787-11	
TCGA-66-2788-11	TCGA-66-2788-11	
TCGA-66-2789-11	TCGA-66-2789-11	
TCGA-66-2790-11	TCGA-66-2790-11	
TCGA-66-2791-11	TCGA-66-2791-11	
TCGA-66-2792-11	TCGA-66-2792-11	
TCGA-66-2795-11	TCGA-66-2795-11	
TCGA-72-4231-01	TCGA-72-4231-01	
TCGA-72-4232-01	TCGA-72-4232-01	
TCGA-72-4233-01	TCGA-72-4233-01	
TCGA-72-4234-01	TCGA-72-4234-01	
TCGA-72-4235-01	TCGA-72-4235-01	
TCGA-72-4236-01	TCGA-72-4236-01	
TCGA-72-4237-01	TCGA-72-4237-01	
TCGA-72-4238-01	TCGA-72-4238-01	
TCGA-72-4240-01	TCGA-72-4240-01	
TCGA-72-4241-01	TCGA-72-4241-01	
TCGA-73-4658-11	TCGA-73-4658-11	
TCGA-73-4659-11	TCGA-73-4659-11	
TCGA-73-4662-11	TCGA-73-4662-11	
TCGA-73-4666-11	TCGA-73-4666-11	
TCGA-73-4668-11	TCGA-73-4668-11	
TCGA-73-4670-11	TCGA-73-4670-11	
TCGA-73-4675-11	TCGA-73-4675-11	
TCGA-73-4677-11	TCGA-73-4677-11	
TCGA-74-6573-01	TCGA-74-6573-01	
TCGA-74-6573-11	TCGA-74-6573-11	
TCGA-74-6575-01	TCGA-74-6575-01	
TCGA-74-6577-01	TCGA-74-6577-01	
TCGA-74-6578-01	TCGA-74-6578-01	
TCGA-74-6581-01	TCGA-74-6581-01	
TCGA-74-6584-01	TCGA-74-6584-01	
TCGA-76-4934-01	TCGA-76-4934-01	
TCGA-76-4935-01	TCGA-76-4935-01	
TCGA-76-6191-01	TCGA-76-6191-01	
TCGA-76-6192-01	TCGA-76-6192-01	
TCGA-76-6193-01	TCGA-76-6193-01	
TCGA-76-6280-01	TCGA-76-6280-01	
TCGA-76-6282-01	TCGA-76-6282-01	
