sample	samples	TP53 (average)
TCGA-QH-A6CS-01	TCGA-QH-A6CS-01	0.04700000000000001
TCGA-AG-A020-01	TCGA-AG-A020-01	0.0469
TCGA-FD-A5BZ-01	TCGA-FD-A5BZ-01	0.0469
TCGA-ET-A3BP-01	TCGA-ET-A3BP-01	0.0468
TCGA-BH-A1F5-01	TCGA-BH-A1F5-01	0.0467
TCGA-XU-A930-01	TCGA-XU-A930-01	0.0467
TCGA-12-0707-01	TCGA-12-0707-01	0.0466
TCGA-19-5959-01	TCGA-19-5959-01	0.0466
TCGA-12-0654-01	TCGA-12-0654-01	0.0465
TCGA-2G-AAFM-01	TCGA-2G-AAFM-01	0.0465
TCGA-3E-AAAZ-01	TCGA-3E-AAAZ-01	0.0465
TCGA-B0-4822-01	TCGA-B0-4822-01	0.0464
TCGA-DU-A7TJ-01	TCGA-DU-A7TJ-01	0.0464
TCGA-UF-A71E-01	TCGA-UF-A71E-01	0.0463
TCGA-CZ-4857-01	TCGA-CZ-4857-01	0.04619999999999999
TCGA-MQ-A6BN-01	TCGA-MQ-A6BN-01	0.04619999999999999
TCGA-QT-A5XM-01	TCGA-QT-A5XM-01	0.04619999999999999
TCGA-CV-7252-01	TCGA-CV-7252-01	0.0461
TCGA-XJ-A83F-01	TCGA-XJ-A83F-01	0.0461
TCGA-YS-A95C-01	TCGA-YS-A95C-01	0.0461
TCGA-76-6657-01	TCGA-76-6657-01	0.046
TCGA-ER-A19D-06	TCGA-ER-A19D-06	0.046
TCGA-13-0800-01	TCGA-13-0800-01	0.0459
TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y1-01	0.0459
TCGA-DH-A66D-01	TCGA-DH-A66D-01	0.0458
TCGA-VM-A8C8-01	TCGA-VM-A8C8-01	0.0458
TCGA-CN-6011-01	TCGA-CN-6011-01	0.0457
TCGA-06-1805-01	TCGA-06-1805-01	0.0455
TCGA-13-1819-02	TCGA-13-1819-02	0.0455
TCGA-86-8672-01	TCGA-86-8672-01	0.0455
TCGA-CS-6667-01	TCGA-CS-6667-01	0.0455
TCGA-CZ-5470-01	TCGA-CZ-5470-01	0.0455
TCGA-DU-6542-01	TCGA-DU-6542-01	0.0455
TCGA-MP-A4T2-01	TCGA-MP-A4T2-01	0.0455
TCGA-V4-A9F1-01	TCGA-V4-A9F1-01	0.0455
TCGA-DG-A2KK-01	TCGA-DG-A2KK-01	0.0454
TCGA-2Y-A9H3-01	TCGA-2Y-A9H3-01	0.0453
TCGA-3H-AB3S-01	TCGA-3H-AB3S-01	0.0453
TCGA-99-8028-01	TCGA-99-8028-01	0.0453
TCGA-LK-A4O2-01	TCGA-LK-A4O2-01	0.0452
TCGA-WE-AAA4-06	TCGA-WE-AAA4-06	0.0452
TCGA-BP-4983-01	TCGA-BP-4983-01	0.0451
TCGA-50-6592-01	TCGA-50-6592-01	0.045
TCGA-D3-A51J-06	TCGA-D3-A51J-06	0.045
TCGA-B0-5107-01	TCGA-B0-5107-01	0.0449
TCGA-DH-A66G-01	TCGA-DH-A66G-01	0.0449
TCGA-EL-A3H2-01	TCGA-EL-A3H2-01	0.04479999999999999
TCGA-TQ-A7RR-01	TCGA-TQ-A7RR-01	0.04479999999999999
TCGA-12-0820-01	TCGA-12-0820-01	0.0447
TCGA-27-1836-01	TCGA-27-1836-01	0.0447
TCGA-CW-5584-01	TCGA-CW-5584-01	0.0447
TCGA-QQ-A5V9-01	TCGA-QQ-A5V9-01	0.0447
TCGA-TP-A8TV-01	TCGA-TP-A8TV-01	0.0447
TCGA-ZG-A9MC-01	TCGA-ZG-A9MC-01	0.0447
TCGA-06-0164-01	TCGA-06-0164-01	0.0446
TCGA-76-4928-01	TCGA-76-4928-01	0.044500000000000005
TCGA-QQ-A5VA-01	TCGA-QQ-A5VA-01	0.044500000000000005
TCGA-TM-A7CF-02	TCGA-TM-A7CF-02	0.044500000000000005
TCGA-UD-AABY-01	TCGA-UD-AABY-01	0.044500000000000005
TCGA-CM-6677-01	TCGA-CM-6677-01	0.0444
TCGA-HC-A48F-01	TCGA-HC-A48F-01	0.0444
TCGA-B0-5097-01	TCGA-B0-5097-01	0.0443
TCGA-S9-A6WN-01	TCGA-S9-A6WN-01	0.044199999999999996
TCGA-AB-2817-03	TCGA-AB-2817-03	0.0441
TCGA-S9-A7R8-01	TCGA-S9-A7R8-01	0.0441
TCGA-18-3417-01	TCGA-18-3417-01	0.044
TCGA-BA-A4IG-01	TCGA-BA-A4IG-01	0.044
TCGA-02-0324-01	TCGA-02-0324-01	0.0439
TCGA-B0-5695-01	TCGA-B0-5695-01	0.0439
TCGA-BF-A1PX-01	TCGA-BF-A1PX-01	0.0439
TCGA-AX-A1CN-01	TCGA-AX-A1CN-01	0.0438
TCGA-LP-A4AX-01	TCGA-LP-A4AX-01	0.0438
TCGA-AO-A0JL-01	TCGA-AO-A0JL-01	0.0436
TCGA-DU-A7TD-01	TCGA-DU-A7TD-01	0.0436
TCGA-DZ-6131-01	TCGA-DZ-6131-01	0.0436
TCGA-10-0931-01	TCGA-10-0931-01	0.0435
TCGA-12-1093-01	TCGA-12-1093-01	0.043399999999999994
TCGA-EI-6511-01	TCGA-EI-6511-01	0.043399999999999994
TCGA-ZG-A9ND-01	TCGA-ZG-A9ND-01	0.043399999999999994
TCGA-14-1821-01	TCGA-14-1821-01	0.0433
TCGA-28-1747-01	TCGA-28-1747-01	0.0433
TCGA-B0-4945-01	TCGA-B0-4945-01	0.0432
TCGA-C5-A8XK-01	TCGA-C5-A8XK-01	0.0432
TCGA-EL-A3T0-01	TCGA-EL-A3T0-01	0.0432
TCGA-S9-A6TW-01	TCGA-S9-A6TW-01	0.0432
TCGA-AG-3600-01	TCGA-AG-3600-01	0.043100000000000006
TCGA-12-3652-01	TCGA-12-3652-01	0.043
TCGA-33-4533-01	TCGA-33-4533-01	0.043
TCGA-56-A5DS-01	TCGA-56-A5DS-01	0.043
TCGA-B8-5164-01	TCGA-B8-5164-01	0.043
TCGA-97-8552-01	TCGA-97-8552-01	0.0429
TCGA-B8-A54D-01	TCGA-B8-A54D-01	0.0429
TCGA-DU-6407-02	TCGA-DU-6407-02	0.0428
TCGA-E1-A7YK-01	TCGA-E1-A7YK-01	0.0428
TCGA-HT-7694-01	TCGA-HT-7694-01	0.0427
TCGA-XJ-A83G-01	TCGA-XJ-A83G-01	0.0427
TCGA-YZ-A985-01	TCGA-YZ-A985-01	0.0426
TCGA-ZB-A96I-01	TCGA-ZB-A96I-01	0.0426
TCGA-97-8179-01	TCGA-97-8179-01	0.04250000000000001
TCGA-D1-A0ZQ-01	TCGA-D1-A0ZQ-01	0.0424
TCGA-L5-A88S-01	TCGA-L5-A88S-01	0.0424
TCGA-06-0141-01	TCGA-06-0141-01	0.04229999999999999
TCGA-2Z-A9JO-01	TCGA-2Z-A9JO-01	0.04229999999999999
TCGA-AB-2928-03	TCGA-AB-2928-03	0.04229999999999999
TCGA-SR-A6MS-01	TCGA-SR-A6MS-01	0.04229999999999999
TCGA-66-2755-01	TCGA-66-2755-01	0.0422
TCGA-CV-5443-01	TCGA-CV-5443-01	0.0422
TCGA-DU-7290-01	TCGA-DU-7290-01	0.0422
TCGA-VD-A8KD-01	TCGA-VD-A8KD-01	0.0421
TCGA-P4-A5E8-01	TCGA-P4-A5E8-01	0.042
TCGA-2H-A9GH-01	TCGA-2H-A9GH-01	0.0419
TCGA-M7-A724-01	TCGA-M7-A724-01	0.0419
TCGA-14-0817-01	TCGA-14-0817-01	0.0418
TCGA-98-8023-01	TCGA-98-8023-01	0.0418
TCGA-A8-A07J-01	TCGA-A8-A07J-01	0.0418
TCGA-CF-A8HX-01	TCGA-CF-A8HX-01	0.0418
TCGA-J4-A83J-01	TCGA-J4-A83J-01	0.0418
TCGA-K1-A6RT-01	TCGA-K1-A6RT-01	0.0418
TCGA-SP-A6QC-01	TCGA-SP-A6QC-01	0.0418
TCGA-02-0014-01	TCGA-02-0014-01	0.04170000000000001
TCGA-06-0237-01	TCGA-06-0237-01	0.04170000000000001
TCGA-18-4083-01	TCGA-18-4083-01	0.04170000000000001
TCGA-A3-3323-01	TCGA-A3-3323-01	0.04170000000000001
TCGA-ET-A2N4-01	TCGA-ET-A2N4-01	0.04170000000000001
TCGA-ET-A39M-01	TCGA-ET-A39M-01	0.04170000000000001
TCGA-S7-A7WP-01	TCGA-S7-A7WP-01	0.04170000000000001
TCGA-VQ-A94O-01	TCGA-VQ-A94O-01	0.04170000000000001
TCGA-2Z-A9J2-01	TCGA-2Z-A9J2-01	0.0416
TCGA-AN-A03X-01	TCGA-AN-A03X-01	0.0416
TCGA-CJ-5678-01	TCGA-CJ-5678-01	0.0416
TCGA-DJ-A3V3-01	TCGA-DJ-A3V3-01	0.0416
TCGA-12-1089-01	TCGA-12-1089-01	0.0415
TCGA-BP-4326-01	TCGA-BP-4326-01	0.0414
TCGA-GU-A764-01	TCGA-GU-A764-01	0.0414
TCGA-D6-A4ZB-01	TCGA-D6-A4ZB-01	0.0413
TCGA-D8-A1XR-01	TCGA-D8-A1XR-01	0.0413
TCGA-E1-5307-01	TCGA-E1-5307-01	0.0413
TCGA-DD-AADK-01	TCGA-DD-AADK-01	0.0412
TCGA-VN-A88R-01	TCGA-VN-A88R-01	0.0412
TCGA-06-0749-01	TCGA-06-0749-01	0.0411
TCGA-JW-A5VK-01	TCGA-JW-A5VK-01	0.0411
TCGA-RW-A68B-01	TCGA-RW-A68B-01	0.0411
TCGA-CJ-4893-01	TCGA-CJ-4893-01	0.041
TCGA-91-6849-01	TCGA-91-6849-01	0.0408
TCGA-SQ-A6I4-01	TCGA-SQ-A6I4-01	0.0408
TCGA-VN-A88P-01	TCGA-VN-A88P-01	0.0408
TCGA-55-8508-01	TCGA-55-8508-01	0.0407
TCGA-RZ-AB0B-01	TCGA-RZ-AB0B-01	0.0407
TCGA-IG-A6QS-01	TCGA-IG-A6QS-01	0.040600000000000004
TCGA-QD-A8IV-01	TCGA-QD-A8IV-01	0.040600000000000004
TCGA-FG-A713-01	TCGA-FG-A713-01	0.0405
TCGA-06-1084-01	TCGA-06-1084-01	0.0404
TCGA-D7-A74B-01	TCGA-D7-A74B-01	0.0404
TCGA-06-0146-01	TCGA-06-0146-01	0.040299999999999996
TCGA-06-0194-01	TCGA-06-0194-01	0.040299999999999996
TCGA-19-5955-01	TCGA-19-5955-01	0.040299999999999996
TCGA-AO-A12F-01	TCGA-AO-A12F-01	0.040299999999999996
TCGA-AB-2874-03	TCGA-AB-2874-03	0.0401
TCGA-BJ-A2P4-01	TCGA-BJ-A2P4-01	0.0399
TCGA-CJ-4868-01	TCGA-CJ-4868-01	0.0399
TCGA-D1-A16J-01	TCGA-D1-A16J-01	0.0399
TCGA-VD-A8K8-01	TCGA-VD-A8K8-01	0.0399
TCGA-IG-A3I8-01	TCGA-IG-A3I8-01	0.0398
TCGA-OR-A5LN-01	TCGA-OR-A5LN-01	0.0398
TCGA-RD-A7BS-01	TCGA-RD-A7BS-01	0.0398
TCGA-02-0027-01	TCGA-02-0027-01	0.0397
TCGA-D5-6536-01	TCGA-D5-6536-01	0.0396
TCGA-DQ-7593-01	TCGA-DQ-7593-01	0.0396
TCGA-50-8457-01	TCGA-50-8457-01	0.0395
TCGA-56-8305-01	TCGA-56-8305-01	0.0394
TCGA-BF-AAP7-01	TCGA-BF-AAP7-01	0.0394
TCGA-P5-A5EW-01	TCGA-P5-A5EW-01	0.0394
TCGA-14-0812-01	TCGA-14-0812-01	0.0393
TCGA-28-2502-01	TCGA-28-2502-01	0.0393
TCGA-44-6774-01	TCGA-44-6774-01	0.0393
TCGA-A8-A09Z-01	TCGA-A8-A09Z-01	0.0393
TCGA-BR-A4J6-01	TCGA-BR-A4J6-01	0.0393
TCGA-RT-A6YC-01	TCGA-RT-A6YC-01	0.0393
TCGA-H7-8501-01	TCGA-H7-8501-01	0.0391
TCGA-78-7153-01	TCGA-78-7153-01	0.039
TCGA-AF-2687-01	TCGA-AF-2687-01	0.039
TCGA-FS-A1ZN-01	TCGA-FS-A1ZN-01	0.039
TCGA-76-4931-01	TCGA-76-4931-01	0.0389
TCGA-A8-A06P-01	TCGA-A8-A06P-01	0.0389
TCGA-EA-A50E-01	TCGA-EA-A50E-01	0.0389
TCGA-A3-3311-01	TCGA-A3-3311-01	0.0388
TCGA-BJ-A0Z2-01	TCGA-BJ-A0Z2-01	0.0388
TCGA-C5-A3HE-01	TCGA-C5-A3HE-01	0.0388
TCGA-B0-4848-01	TCGA-B0-4848-01	0.0387
TCGA-DX-A8BN-01	TCGA-DX-A8BN-01	0.0387
TCGA-HT-A5RA-01	TCGA-HT-A5RA-01	0.0387
TCGA-CV-5979-01	TCGA-CV-5979-01	0.0386
TCGA-DV-5566-01	TCGA-DV-5566-01	0.0386
TCGA-HC-7211-01	TCGA-HC-7211-01	0.0386
TCGA-YL-A8SO-01	TCGA-YL-A8SO-01	0.0386
TCGA-CN-6024-01	TCGA-CN-6024-01	0.0385
TCGA-2G-AAFG-01	TCGA-2G-AAFG-01	0.0384
TCGA-AK-3434-01	TCGA-AK-3434-01	0.0384
TCGA-BQ-7048-01	TCGA-BQ-7048-01	0.0384
TCGA-CS-6666-01	TCGA-CS-6666-01	0.0384
TCGA-FG-A4MT-02	TCGA-FG-A4MT-02	0.0383
TCGA-C5-A7CM-01	TCGA-C5-A7CM-01	0.0382
TCGA-RR-A6KB-01	TCGA-RR-A6KB-01	0.0382
TCGA-CQ-7064-01	TCGA-CQ-7064-01	0.0381
TCGA-CR-5250-01	TCGA-CR-5250-01	0.0381
TCGA-OR-A5J1-01	TCGA-OR-A5J1-01	0.0381
TCGA-S9-A7R2-01	TCGA-S9-A7R2-01	0.0381
TCGA-TM-A84R-01	TCGA-TM-A84R-01	0.0381
TCGA-CG-4466-01	TCGA-CG-4466-01	0.038
TCGA-TT-A6YP-01	TCGA-TT-A6YP-01	0.038
TCGA-WY-A859-01	TCGA-WY-A859-01	0.038
TCGA-AB-2829-03	TCGA-AB-2829-03	0.0379
TCGA-GR-7353-01	TCGA-GR-7353-01	0.0379
TCGA-GU-A763-01	TCGA-GU-A763-01	0.0379
TCGA-V4-A9ED-01	TCGA-V4-A9ED-01	0.0379
TCGA-A3-3347-01	TCGA-A3-3347-01	0.0378
TCGA-BH-AB28-01	TCGA-BH-AB28-01	0.0378
TCGA-27-2527-01	TCGA-27-2527-01	0.0377
TCGA-A2-A25C-01	TCGA-A2-A25C-01	0.0377
TCGA-CN-4723-01	TCGA-CN-4723-01	0.0377
TCGA-DM-A1D6-01	TCGA-DM-A1D6-01	0.0377
TCGA-WB-A81G-01	TCGA-WB-A81G-01	0.0377
TCGA-YD-A9TB-06	TCGA-YD-A9TB-06	0.0376
TCGA-B8-5162-01	TCGA-B8-5162-01	0.0375
TCGA-DU-6402-01	TCGA-DU-6402-01	0.0375
TCGA-K4-A4AB-01	TCGA-K4-A4AB-01	0.0375
TCGA-S9-A7QX-01	TCGA-S9-A7QX-01	0.0375
TCGA-T2-A6X0-01	TCGA-T2-A6X0-01	0.0375
TCGA-AO-A0J5-01	TCGA-AO-A0J5-01	0.0374
TCGA-B0-5080-01	TCGA-B0-5080-01	0.0373
TCGA-KU-A66T-01	TCGA-KU-A66T-01	0.0373
TCGA-96-A4JL-01	TCGA-96-A4JL-01	0.0372
TCGA-DJ-A13T-01	TCGA-DJ-A13T-01	0.0372
TCGA-EE-A2A0-06	TCGA-EE-A2A0-06	0.0372
TCGA-RD-A7BW-01	TCGA-RD-A7BW-01	0.0372
TCGA-HT-7475-01	TCGA-HT-7475-01	0.0371
TCGA-P5-A72W-01	TCGA-P5-A72W-01	0.0371
TCGA-WY-A85B-01	TCGA-WY-A85B-01	0.0371
TCGA-S9-A6TY-01	TCGA-S9-A6TY-01	0.037
TCGA-06-2562-01	TCGA-06-2562-01	0.0369
TCGA-CH-5741-01	TCGA-CH-5741-01	0.0369
TCGA-A3-A6NN-01	TCGA-A3-A6NN-01	0.0368
TCGA-CN-6019-01	TCGA-CN-6019-01	0.0368
TCGA-DX-A3LW-01	TCGA-DX-A3LW-01	0.0368
TCGA-06-0882-01	TCGA-06-0882-01	0.0367
TCGA-12-0691-01	TCGA-12-0691-01	0.0367
TCGA-12-0692-01	TCGA-12-0692-01	0.0367
TCGA-27-1830-01	TCGA-27-1830-01	0.0367
TCGA-DU-6399-01	TCGA-DU-6399-01	0.0367
TCGA-DU-A76L-01	TCGA-DU-A76L-01	0.0367
TCGA-E2-A1LB-01	TCGA-E2-A1LB-01	0.0367
TCGA-AA-3530-01	TCGA-AA-3530-01	0.0366
TCGA-02-0107-01	TCGA-02-0107-01	0.0365
TCGA-4K-AA1I-01	TCGA-4K-AA1I-01	0.0365
TCGA-4Z-AA83-01	TCGA-4Z-AA83-01	0.0365
TCGA-AC-A6IW-01	TCGA-AC-A6IW-01	0.0364
TCGA-E7-A8O7-01	TCGA-E7-A8O7-01	0.0364
TCGA-EL-A3ZL-01	TCGA-EL-A3ZL-01	0.0364
TCGA-FU-A3TQ-01	TCGA-FU-A3TQ-01	0.0364
TCGA-HT-A4DV-01	TCGA-HT-A4DV-01	0.0364
TCGA-C5-A7CH-01	TCGA-C5-A7CH-01	0.0363
TCGA-LN-A4MR-01	TCGA-LN-A4MR-01	0.0363
TCGA-RD-A8N5-01	TCGA-RD-A8N5-01	0.0363
TCGA-EJ-A8FS-01	TCGA-EJ-A8FS-01	0.0362
TCGA-EM-A1YB-01	TCGA-EM-A1YB-01	0.0362
TCGA-19-2620-01	TCGA-19-2620-01	0.0361
TCGA-HR-A2OH-06	TCGA-HR-A2OH-06	0.0361
TCGA-2G-AAFY-01	TCGA-2G-AAFY-01	0.036
TCGA-MP-A5C7-01	TCGA-MP-A5C7-01	0.036
TCGA-QR-A6H5-01	TCGA-QR-A6H5-01	0.036
TCGA-QT-A5XL-01	TCGA-QT-A5XL-01	0.036
TCGA-67-6216-01	TCGA-67-6216-01	0.0359
TCGA-EJ-7788-01	TCGA-EJ-7788-01	0.0359
TCGA-14-1825-01	TCGA-14-1825-01	0.0358
TCGA-AB-2929-03	TCGA-AB-2929-03	0.0358
TCGA-BJ-A3F0-01	TCGA-BJ-A3F0-01	0.0358
TCGA-CJ-4888-01	TCGA-CJ-4888-01	0.0358
TCGA-CN-A497-01	TCGA-CN-A497-01	0.0358
TCGA-HC-7077-01	TCGA-HC-7077-01	0.0358
TCGA-HT-7467-01	TCGA-HT-7467-01	0.0358
TCGA-2G-AALS-01	TCGA-2G-AALS-01	0.0357
TCGA-WB-A81D-01	TCGA-WB-A81D-01	0.0357
TCGA-BB-4217-01	TCGA-BB-4217-01	0.0356
TCGA-BP-5000-01	TCGA-BP-5000-01	0.0356
TCGA-XG-A823-01	TCGA-XG-A823-01	0.0356
TCGA-4P-AA8J-01	TCGA-4P-AA8J-01	0.0355
TCGA-DH-A7UU-01	TCGA-DH-A7UU-01	0.0355
TCGA-P7-A5NY-01	TCGA-P7-A5NY-01	0.0355
TCGA-85-6798-01	TCGA-85-6798-01	0.0354
TCGA-ER-A19W-06	TCGA-ER-A19W-06	0.0354
TCGA-HT-A5R7-01	TCGA-HT-A5R7-01	0.0354
TCGA-28-1757-01	TCGA-28-1757-01	0.0353
TCGA-A4-8098-01	TCGA-A4-8098-01	0.0353
TCGA-C8-A12M-01	TCGA-C8-A12M-01	0.0353
TCGA-CV-7100-01	TCGA-CV-7100-01	0.0353
TCGA-FS-A4FC-06	TCGA-FS-A4FC-06	0.0352
TCGA-FZ-5922-01	TCGA-FZ-5922-01	0.0352
TCGA-HZ-7918-01	TCGA-HZ-7918-01	0.0352
TCGA-MY-A5BD-01	TCGA-MY-A5BD-01	0.0352
TCGA-W2-A7H5-01	TCGA-W2-A7H5-01	0.0352
TCGA-XR-A8TF-01	TCGA-XR-A8TF-01	0.0352
TCGA-06-0143-01	TCGA-06-0143-01	0.035
TCGA-15-0742-01	TCGA-15-0742-01	0.035
TCGA-AR-A1AV-01	TCGA-AR-A1AV-01	0.035
TCGA-FG-7636-01	TCGA-FG-7636-01	0.035
TCGA-TM-A84Q-01	TCGA-TM-A84Q-01	0.035
TCGA-98-A53I-01	TCGA-98-A53I-01	0.0348
TCGA-CJ-4900-01	TCGA-CJ-4900-01	0.0348
TCGA-DX-AB3B-01	TCGA-DX-AB3B-01	0.0348
TCGA-55-8621-01	TCGA-55-8621-01	0.0347
TCGA-DX-A3U5-01	TCGA-DX-A3U5-01	0.0347
TCGA-HT-8110-01	TCGA-HT-8110-01	0.0347
TCGA-02-0422-01	TCGA-02-0422-01	0.0346
TCGA-4C-A93U-01	TCGA-4C-A93U-01	0.0346
TCGA-AK-3426-01	TCGA-AK-3426-01	0.0346
TCGA-EL-A3GO-01	TCGA-EL-A3GO-01	0.0346
TCGA-CE-A484-01	TCGA-CE-A484-01	0.0345
TCGA-FG-A4MX-01	TCGA-FG-A4MX-01	0.0345
TCGA-12-3644-01	TCGA-12-3644-01	0.0343
TCGA-BQ-5875-01	TCGA-BQ-5875-01	0.0343
TCGA-N6-A4VD-01	TCGA-N6-A4VD-01	0.0343
TCGA-XK-AAJT-01	TCGA-XK-AAJT-01	0.0343
TCGA-AJ-A6NU-01	TCGA-AJ-A6NU-01	0.0342
TCGA-BA-A6DL-01	TCGA-BA-A6DL-01	0.0342
TCGA-DX-AB3A-01	TCGA-DX-AB3A-01	0.0342
TCGA-RT-A6Y9-01	TCGA-RT-A6Y9-01	0.0342
TCGA-3U-A98J-01	TCGA-3U-A98J-01	0.0341
TCGA-6A-AB49-01	TCGA-6A-AB49-01	0.0341
TCGA-AB-2803-03	TCGA-AB-2803-03	0.034
TCGA-B0-4810-01	TCGA-B0-4810-01	0.034
TCGA-B8-4151-01	TCGA-B8-4151-01	0.034
TCGA-CH-5744-01	TCGA-CH-5744-01	0.034
TCGA-FB-A7DR-01	TCGA-FB-A7DR-01	0.034
TCGA-HC-7080-01	TCGA-HC-7080-01	0.034
TCGA-MA-AA3Z-01	TCGA-MA-AA3Z-01	0.0339
TCGA-V1-A8X3-01	TCGA-V1-A8X3-01	0.0339
TCGA-19-2624-01	TCGA-19-2624-01	0.0338
TCGA-CV-A6JY-01	TCGA-CV-A6JY-01	0.0338
TCGA-EJ-7325-01	TCGA-EJ-7325-01	0.0338
TCGA-3A-A9IR-01	TCGA-3A-A9IR-01	0.0337
TCGA-B0-5095-01	TCGA-B0-5095-01	0.0337
TCGA-DD-AAW0-01	TCGA-DD-AAW0-01	0.0337
TCGA-EL-A3T2-01	TCGA-EL-A3T2-01	0.0337
TCGA-FU-A3EO-01	TCGA-FU-A3EO-01	0.0337
TCGA-55-8505-01	TCGA-55-8505-01	0.0336
TCGA-HC-7748-01	TCGA-HC-7748-01	0.0336
TCGA-CR-6488-01	TCGA-CR-6488-01	0.0335
TCGA-HC-7752-01	TCGA-HC-7752-01	0.0335
TCGA-02-2470-01	TCGA-02-2470-01	0.0334
TCGA-C8-A8HR-01	TCGA-C8-A8HR-01	0.0334
TCGA-DB-5280-01	TCGA-DB-5280-01	0.0334
TCGA-DJ-A13M-01	TCGA-DJ-A13M-01	0.0334
TCGA-DU-A7TG-01	TCGA-DU-A7TG-01	0.0334
TCGA-FG-5963-01	TCGA-FG-5963-01	0.0333
TCGA-MK-A84Z-01	TCGA-MK-A84Z-01	0.0332
TCGA-DH-A66B-01	TCGA-DH-A66B-01	0.0331
TCGA-B8-A54H-01	TCGA-B8-A54H-01	0.033
TCGA-E1-A7YL-01	TCGA-E1-A7YL-01	0.033
TCGA-S7-A7WU-01	TCGA-S7-A7WU-01	0.033
TCGA-2G-AAGZ-01	TCGA-2G-AAGZ-01	0.0329
TCGA-CJ-4882-01	TCGA-CJ-4882-01	0.0329
TCGA-SX-A7SO-01	TCGA-SX-A7SO-01	0.0329
TCGA-06-1802-01	TCGA-06-1802-01	0.0328
TCGA-KQ-A41R-01	TCGA-KQ-A41R-01	0.0328
TCGA-HT-7874-01	TCGA-HT-7874-01	0.0327
TCGA-12-0775-01	TCGA-12-0775-01	0.0326
TCGA-A8-A082-01	TCGA-A8-A082-01	0.0326
TCGA-HT-A614-01	TCGA-HT-A614-01	0.0326
TCGA-VM-A8CF-01	TCGA-VM-A8CF-01	0.0326
TCGA-CJ-5681-01	TCGA-CJ-5681-01	0.0325
TCGA-TS-A7P8-01	TCGA-TS-A7P8-01	0.0325
TCGA-S9-A7IQ-01	TCGA-S9-A7IQ-01	0.0324
TCGA-V3-A9ZX-01	TCGA-V3-A9ZX-01	0.0324
TCGA-A2-A04N-01	TCGA-A2-A04N-01	0.0323
TCGA-EP-A3RK-01	TCGA-EP-A3RK-01	0.0323
TCGA-66-2737-01	TCGA-66-2737-01	0.0322
TCGA-EA-A3QE-01	TCGA-EA-A3QE-01	0.0322
TCGA-08-0375-01	TCGA-08-0375-01	0.0321
TCGA-19-5952-01	TCGA-19-5952-01	0.0321
TCGA-CJ-4634-01	TCGA-CJ-4634-01	0.0321
TCGA-D3-A8GV-06	TCGA-D3-A8GV-06	0.0321
TCGA-D8-A1X8-01	TCGA-D8-A1X8-01	0.0321
TCGA-E1-A7YJ-01	TCGA-E1-A7YJ-01	0.0321
TCGA-HT-7881-01	TCGA-HT-7881-01	0.0321
TCGA-97-8172-01	TCGA-97-8172-01	0.032
TCGA-B0-4847-01	TCGA-B0-4847-01	0.032
TCGA-EE-A2GU-06	TCGA-EE-A2GU-06	0.032
TCGA-GE-A2C6-01	TCGA-GE-A2C6-01	0.032
TCGA-KQ-A41P-01	TCGA-KQ-A41P-01	0.032
TCGA-V1-A9OA-01	TCGA-V1-A9OA-01	0.032
TCGA-3G-AB14-01	TCGA-3G-AB14-01	0.0319
TCGA-B0-5100-01	TCGA-B0-5100-01	0.0319
TCGA-QH-A870-01	TCGA-QH-A870-01	0.0319
TCGA-UF-A718-01	TCGA-UF-A718-01	0.0319
TCGA-GN-A268-06	TCGA-GN-A268-06	0.0318
TCGA-S9-A6WI-01	TCGA-S9-A6WI-01	0.0318
TCGA-VR-AA4G-01	TCGA-VR-AA4G-01	0.0318
TCGA-AK-3461-01	TCGA-AK-3461-01	0.0317
TCGA-CV-7413-01	TCGA-CV-7413-01	0.0317
TCGA-EE-A2ML-06	TCGA-EE-A2ML-06	0.0317
TCGA-F2-A44H-01	TCGA-F2-A44H-01	0.0317
TCGA-VF-A8AC-01	TCGA-VF-A8AC-01	0.0317
TCGA-CZ-4853-01	TCGA-CZ-4853-01	0.0316
TCGA-DU-A7TC-01	TCGA-DU-A7TC-01	0.0316
TCGA-EM-A4FU-01	TCGA-EM-A4FU-01	0.0316
TCGA-F4-6806-01	TCGA-F4-6806-01	0.0316
TCGA-N5-A4RS-01	TCGA-N5-A4RS-01	0.0316
TCGA-V1-A8MM-01	TCGA-V1-A8MM-01	0.0316
TCGA-28-5219-01	TCGA-28-5219-01	0.0315
TCGA-FS-A1ZB-06	TCGA-FS-A1ZB-06	0.0315
TCGA-HC-A6AN-01	TCGA-HC-A6AN-01	0.0315
TCGA-44-7671-01	TCGA-44-7671-01	0.0313
TCGA-DQ-7594-01	TCGA-DQ-7594-01	0.0313
TCGA-2A-AAYU-01	TCGA-2A-AAYU-01	0.031199999999999995
TCGA-AB-2944-03	TCGA-AB-2944-03	0.031199999999999995
TCGA-AS-3778-01	TCGA-AS-3778-01	0.031199999999999995
TCGA-B6-A1KF-01	TCGA-B6-A1KF-01	0.031199999999999995
TCGA-CR-5248-01	TCGA-CR-5248-01	0.031199999999999995
TCGA-FG-A70Z-01	TCGA-FG-A70Z-01	0.031199999999999995
TCGA-FS-A1Z3-06	TCGA-FS-A1Z3-06	0.031199999999999995
TCGA-F7-A61V-01	TCGA-F7-A61V-01	0.0311
TCGA-P5-A780-01	TCGA-P5-A780-01	0.031
